Assets,Geometric Mean,Arithmetic Mean,Volatility,U.S. Inflation,U.S. Cash,U.S. Intermediate Treasuries,U.S. Long Treasuries,TIPS,U.S. Aggregate Bonds,U.S. Securitized,U.S. Short Duration Government/Credit,U.S. Long Duration Government/Credit,U.S. Inv Grade Corporate Bonds,U.S. Long Corporate Bonds,U.S. High Yield Bonds,U.S. Leveraged Loans,World Government Bonds hedged,World Government Bonds,World ex-U.S. Government Bonds hedged,World ex-U.S. Government Bonds,Emerging Markets Sovereign Debt,Emerging Markets Local Currency Debt,Emerging Markets Corporate Bonds,U.S. Muni 1-15 Yr Blend,U.S. Muni High Yield,U.S. Large Cap,U.S. Mid Cap,U.S. Small Cap,Euro Area Large Cap,Japanese Equity,Hong Kong Equity,UK Large Cap,EAFE Equity,Chinese Domestic Equity,Emerging Markets Equity,AC Asia ex-Japan Equity,AC World Equity,U.S. Equity Value Factor,U.S. Equity Momentum Factor,U.S. Equity Quality Factor,U.S. Equity Minimum Volatility Factor,U.S. Equity Dividend Yield Factor,Global Convertible Bonds hedged,U.S. Core Real Estate,U.S. Value-Added Real Estate,European Core Real Estate,Asia Pacific Core Real Estate,U.S. REITs,Commercial Mortgage Loans,Global Core Infrastructure,Global Core Transport,Global Timberland,Commodities,Gold,Private Equity,Venture Capital,Diversified Hedge Funds,Event Driven Hedge Funds,Long Bias Hedge Funds,Relative Value Hedge Funds,Macro Hedge Funds,Direct Lending
Hong Kong Equity,0.099,0.11801194867199861,0.20885558157574177,-0.03336669326110972,-0.012198136684922326,-0.06391787940014168,-0.05620552538538143,0.22758236743024848,0.25594061896104586,0.24557495761675344,0.20280488338955194,0.229231274187413,0.49044122077927843,0.45070125621460444,0.5984524988949012,0.4988964529410682,-0.03299417607934882,0.29085181194791504,-0.021853677477797297,0.3549474608451667,0.6010582079000586,0.6707486201741121,0.6484390737683174,0.2421938091966219,0.33119345497580144,0.6001984369479044,0.6060179193269315,0.5330005606228786,0.6926687702098308,0.6159663298540934,1.0,0.7378960150057303,0.7510576761835006,0.5870885595532188,0.8543155349558188,0.8931583761228015,0.7245860718102081,0.587839599244798,0.5922783680472181,0.5873494862662293,0.5621190199281239,0.6058682322092656,0.6879260812191352,0.22553832246831693,0.22553831467293886,0.458872954543615,0.6499517053555357,0.47072582306843846,0.29989252091861085,0.5417540450498745,-0.03380943434251865,0.531753734720447,0.43835291213022326,0.22363766213447708,0.6874852538587944,0.5104112445921603,0.5741414998154837,0.6315228384050804,0.7305108150835709,0.6686851051105279,0.19273649697282472,0.46816370770971094
UK Large Cap,0.086,0.10006663285798112,0.1776298465243565,0.050882169380022636,-0.019565290860572734,-0.16684605865845442,-0.18173816840747253,0.2328101118706583,0.16644603264905095,0.16626681369024449,0.09254754108563991,0.14890754245212584,0.4413615029219478,0.4098970937678029,0.7203611048916236,0.6144435065364233,-0.08691960364352184,0.2924018293503553,-0.02081771891604102,0.38595274467510154,0.6073253917372432,0.6634896702978625,0.5960071254016477,0.17940628493488678,0.32642201215939487,0.8292590172227029,0.8139529088153208,0.7313587558666952,0.9110550759295624,0.7511194720230374,0.7378960150057303,1.0,0.9483031524409447,0.3993549683934097,0.8113848469515523,0.7710683220154005,0.9113293161374427,0.8268298618929131,0.7856455306899213,0.8165115107950278,0.7846061454430023,0.8268227687585773,0.7823091024479322,0.34562462127724286,0.3456246166813886,0.527536392119962,0.7204716629681928,0.6331087284049417,0.26389561842076675,0.5784841186560813,-0.03991747374944348,0.5369540558176926,0.6023600444928975,0.12421039207117736,0.7984525497736755,0.5574400659469201,0.6883031765346277,0.8072644748001357,0.8402446761766179,0.7553560984651886,0.2663684811027089,0.6081870742974703
EAFE Equity,0.092,0.10580343896120926,0.17637757682666894,-0.01043629507774729,0.007837335122493972,-0.08128210279096888,-0.09435624357124976,0.2976868483033343,0.25940720244737764,0.24738169017040945,0.18532976269198098,0.2407197715935207,0.5204495150927408,0.49159673721576524,0.7671206647867815,0.5850983750267288,0.008453251475973193,0.3850864447300468,0.07093322843812848,0.4728712578040384,0.6836661196359809,0.7429114616919923,0.6500836723427056,0.23550139300809372,0.3057302380479327,0.8818719938339173,0.8726298327586545,0.7936591043628282,0.970353592389833,0.8489423679166194,0.7510576761835006,0.9483031524409447,0.9999999999999999,0.4120218922119265,0.8621019764671797,0.8283334617989969,0.966882309285591,0.8689990680638778,0.8521631195868784,0.8708492585032243,0.8293557601711553,0.8543458723886761,0.8580489911707394,0.2948333341841968,0.29483332824140535,0.47987654327802803,0.7047806708277561,0.7015748032558455,0.2667629960360713,0.5506990211550375,-0.0448152137209802,0.5572244575176544,0.5365417695402772,0.12528320722972158,0.8066249295170811,0.5902342991760753,0.6995884475053569,0.8201426719179746,0.8853137312599356,0.7539297588230508,0.24912515718493394,0.5762365555675596
Chinese Domestic Equity,0.10800000000000001,0.14384853853758872,0.29331486742461,-0.05148800059341731,0.10261326706202545,-0.050060887415905704,-0.02995349662384034,0.1082202843144161,0.16218456425617972,0.1587482422263249,0.11387013521138169,0.1404880537171811,0.29421192240604366,0.2649071431911901,0.3472147750703621,0.2934516182474662,0.011725437166764064,0.14533408111761598,0.02134793037673757,0.1797869315188546,0.3384204652769473,0.3544493591756115,0.39620035154170913,0.0976861530610804,0.17505417437869344,0.3573642647588869,0.35369472426036336,0.3195158617961167,0.38389459482789157,0.34855994522544986,0.5870885595532188,0.3993549683934097,0.4120218922119265,1.0,0.5611646866410327,0.6088719362831672,0.42467255532707876,0.33653605770938605,0.36895324904124666,0.3469227432289517,0.30102561940845435,0.30801559566418724,0.4791675187560334,0.13070060142510478,0.13070059656894456,0.39874822632737855,0.3617161091670262,0.16835394654238953,0.2376532597774537,0.17995949974860095,-0.11384388705506698,0.36376576091082646,0.190418323806808,0.19681223683436097,0.4995682678498374,0.47499781894124765,0.440270264496425,0.4248565736271405,0.4856315725438084,0.44103444836297095,0.11244529564884637,0.279908483742703
Emerging Markets Equity,0.088,0.10774644294688308,0.21200543764139235,0.00147630818304463,0.020854162118505038,-0.07264485740817525,-0.06424722742931481,0.3209687024901751,0.2665084233841988,0.2514061887979353,0.2053283333893116,0.24552467863996472,0.5221003202303106,0.48276346884570237,0.7221524120201342,0.5733517303858763,0.005596760433499901,0.3816677302121089,0.04743100318039041,0.4629064003584234,0.6949940909288577,0.8032128574272964,0.6977302175407772,0.2155961758670925,0.34741571832502727,0.7418791120403275,0.756882550182864,0.6795821464091134,0.8209948523375126,0.7035075088271094,0.8543155349558188,0.8113848469515523,0.8621019764671797,0.5611646866410327,1.0,0.9771618059110516,0.8662498862727493,0.7278685806049712,0.7412651485537336,0.7253660959889178,0.6869269361686051,0.7253805154842826,0.8088457097101888,0.30628933858151247,0.3062893327777885,0.576613247464224,0.7133433502206686,0.5844798332161154,0.363794292349954,0.5772889144301023,-0.07013162293648847,0.5374225993206583,0.5724457585119255,0.24720132199087372,0.8114842918672612,0.6141203277943658,0.6774231654464213,0.7603177805833439,0.8565332765208781,0.7596595788988588,0.26832157398370826,0.5897529275096507
AC Asia ex-Japan Equity,0.08900000000000001,0.10834580778672187,0.20984085259975746,-0.048901935812701525,0.013379034761237054,-0.03843866146144006,-0.01741277444067611,0.30863717460863843,0.2953047987155839,0.2778406355250568,0.22771015556851176,0.27817928135990005,0.5402614560047333,0.5042906395963341,0.6952704672970096,0.5381239532802959,0.03633504096188394,0.3697121438212933,0.06322845066784204,0.43862193262883553,0.6706635884412344,0.7538767738237062,0.6861142511510099,0.23234425619574656,0.3468059782274789,0.7101199441677472,0.7215022218109397,0.6529864007917077,0.785602457795605,0.689235084313291,0.8931583761228015,0.7710683220154005,0.8283334617989969,0.6088719362831672,0.9771618059110516,1.0,0.8315452874741625,0.692498402790823,0.7101182100737657,0.6927772965115697,0.6537060544321668,0.6860155865332955,0.7942931047899516,0.28590950035895657,0.28590949689648326,0.5392279810748627,0.6888551330117992,0.5652222132451036,0.34413651980812027,0.5256212329322543,-0.06393853503881433,0.5079360721460296,0.49365655383362894,0.22203020503446697,0.7733735449610688,0.6057061470106688,0.6442186491449062,0.7175231614241864,0.8236472622562492,0.7221087738457851,0.23590758207946946,0.527204391713545
AC World Equity,0.078,0.09054045178616699,0.16682586068177196,0.004413396905664657,-0.013710339640450592,-0.10359222705748782,-0.09724147327014665,0.3137226064188369,0.24653094049009064,0.23214473417616546,0.1492950181222092,0.23429942419217778,0.516590845028044,0.4881304383478633,0.788167389682827,0.6173408796920198,0.019149107338265445,0.3421864508968821,0.09484464837356635,0.427892353805941,0.6729587424296246,0.7071824705933215,0.6385872211592108,0.21677584032301436,0.3158047947524548,0.9635788450843387,0.9451849500173485,0.871965314799569,0.9293986485275971,0.8089014557676011,0.7245860718102081,0.9113293161374427,0.966882309285591,0.42467255532707876,0.8662498862727493,0.8315452874741625,1.0,0.9359025096930753,0.9395824639556463,0.9500256638384835,0.8953613454231717,0.9124479604305532,0.9004178036520021,0.3563960465740688,0.3563960407635766,0.5434313556357778,0.6973823715989872,0.7456553108854805,0.30059300309266473,0.5347829619862898,-0.01815711867494344,0.5237256127614328,0.536241910179657,0.10912163168462469,0.8392034722070791,0.6544976277711769,0.7301630135347301,0.8497513082882688,0.9236859242083331,0.7675310372003274,0.24246363630667625,0.6287875520769546
U.S. Equity Value Factor,0.084,0.09757249087387375,0.17422823407708365,-0.01620371423943105,-0.06511301608799633,-0.15635141877885275,-0.16177309202999235,0.22443751377799323,0.15596539775962237,0.16733944656145566,0.06538852133870048,0.1433390383165928,0.4107556518637276,0.38430980642688833,0.7371528138287747,0.5778007510596932,-0.02703974983131278,0.21316351251316493,0.06761850495788235,0.29956728071692645,0.5595685325568569,0.5864162781426013,0.5251138862248736,0.16105026867707173,0.23866693611744574,0.9645446726074619,0.9647331168224055,0.9277924800632286,0.8385995522876184,0.7258684280273618,0.587839599244798,0.8268298618929131,0.8689990680638778,0.33653605770938605,0.7278685806049712,0.692498402790823,0.9359025096930753,1.0,0.9092828253982691,0.9594543891238515,0.9254500884608576,0.9675538216383873,0.8226579303302741,0.36556000212570106,0.3655599975980978,0.4753765283689172,0.6246443950867387,0.7757269433305077,0.2558315647986082,0.455200481048886,0.00933596897436847,0.45685865449109364,0.44165575679542557,-0.005856163549817102,0.7744256213020004,0.610310170185553,0.6302980757171793,0.8098779858930211,0.8510492406933188,0.6978987461932841,0.16126054356620317,0.6393481926962232
U.S. Equity Momentum Factor,0.079,0.09144325808509655,0.16623443459184506,0.018762971382573983,-0.033189099267199956,-0.11983535901814704,-0.07179910442752901,0.3277219069621798,0.22815096450372543,0.20659639899967744,0.07998266831524144,0.22728025414590938,0.4850218528390198,0.4597410132596946,0.7573687006956064,0.6169796359981036,0.03389148020337565,0.24424046191429125,0.11640058029313016,0.3201668539935701,0.6121847554704901,0.5607186691916319,0.5569241319624043,0.237719825229596,0.34136009437378684,0.9656603702989212,0.962022970408681,0.8973505494277135,0.8140601309261201,0.7103983102734707,0.5922783680472181,0.7856455306899213,0.8521631195868784,0.36895324904124666,0.7412651485537336,0.7101182100737657,0.9395824639556463,0.9092828253982691,0.9999999999999999,0.9639489453929023,0.902239381954952,0.8833007931454724,0.8873655396627752,0.3570950208825435,0.3570950156026945,0.5045566783003019,0.6168094891003217,0.7376115385790862,0.3380539647109101,0.462513032510474,0.014928933039696753,0.44734076188582805,0.4608361599959748,0.0626497640741665,0.7976335278401766,0.6835569280815633,0.7410037518589766,0.815146462670881,0.8840330409210413,0.7159005042266983,0.20559188132914868,0.6473079263698573
U.S. Equity Quality Factor,0.07,0.08000967765840761,0.14807240246946313,-0.00483680753078988,-0.024772198372193525,-0.09048624272052319,-0.07677905787636909,0.29541122232990513,0.22684364391809,0.211364899596495,0.09959435094759957,0.22094820084908431,0.46905431290260924,0.44643404366145534,0.7258025001003577,0.5551682949374463,0.04978427128894666,0.27089179359625587,0.13369337622870875,0.34794079102758996,0.6103850443746502,0.6008246664340023,0.5529727842032169,0.2240678726467025,0.2893913619760997,0.9892894267420855,0.956513478357463,0.8973489495467416,0.8380586619444133,0.7174638758794099,0.5873494862662293,0.8165115107950278,0.8708492585032243,0.3469227432289517,0.7253660959889178,0.6927772965115697,0.9500256638384835,0.9594543891238515,0.9639489453929023,1.0000000000000002,0.9494657020364173,0.9368841698949637,0.8383792663044969,0.34705408782222064,0.3470540843562465,0.4617979262240762,0.5980971897373191,0.7742981475222989,0.3101903800953932,0.4526268655267127,0.05084237403548965,0.4491599932439348,0.4321522562022563,0.058045072170474186,0.7795807392262152,0.6334979713354943,0.657807519004242,0.7760374377195917,0.8480262801832626,0.6621746391783575,0.1785168817643163,0.6069357111414743
U.S. Equity Minimum Volatility Factor,0.074,0.08169953768267568,0.1297564040606161,-0.005391291800146421,-0.07862200612008553,-0.07252832338805665,-0.03658298661865267,0.2944263029659321,0.23961540694832306,0.22361470999672542,0.09854307082785903,0.24685332802016124,0.46819028549222086,0.4548862721213583,0.7132136530014537,0.5422316386422352,0.07900015488508073,0.27804755378101204,0.16108563352102678,0.3523053269788377,0.6075332395147457,0.6062636974802924,0.5326711734951088,0.2425713188457893,0.29710868639350835,0.9325967342176316,0.915531620479088,0.8455945636558996,0.7892579383288744,0.6652571417336559,0.5621190199281239,0.7846061454430023,0.8293557601711553,0.30102561940845435,0.6869269361686051,0.6537060544321668,0.8953613454231717,0.9254500884608576,0.902239381954952,0.9494657020364173,0.9999999999999998,0.9557518033057579,0.7638299845243238,0.3894930538554519,0.38949305073111856,0.4317600735203176,0.6156860437679935,0.8226434888792203,0.36470863242594637,0.4407748330811831,0.07157068106780055,0.4593727917246336,0.4160179426714027,0.08117520767698712,0.717352216988686,0.5433184448470274,0.5993615150004769,0.7166229939172521,0.7742378196183194,0.6356909604914285,0.1945020978386532,0.5988880975830577
U.S. Equity Dividend Yield Factor,0.08,0.09174770849237725,0.1614655217306934,-0.0007915533981580393,-0.08176481774753575,-0.12468637679355123,-0.11176477628470143,0.26813744437532744,0.19496169336353958,0.19339491753617008,0.0848698124626097,0.1939218321109446,0.4461654819660485,0.4263334351474221,0.7347030059853216,0.5835491678602167,0.0007861131901912205,0.24617286614098896,0.0875946022846043,0.32862753851878834,0.5889447058893719,0.6135138487528996,0.5408611454963671,0.21976914977438913,0.27136951363749945,0.9311571018431734,0.9439451537053459,0.8880454730421615,0.81231643586405,0.6961523623628817,0.6058682322092656,0.8268227687585773,0.8543458723886761,0.30801559566418724,0.7253805154842826,0.6860155865332955,0.9124479604305532,0.9675538216383873,0.8833007931454724,0.9368841698949637,0.9557518033057579,1.0,0.793018104982891,0.3555649667093459,0.35556496213742156,0.4519286041429868,0.6473188557857715,0.805320602309381,0.3099457942847313,0.46067147849601475,0.00926077932520255,0.4565261663890488,0.47329813543963123,0.04620600284239236,0.746613312935279,0.5522446329836066,0.6113257367119205,0.78681027355584,0.8211905431140466,0.691734193946648,0.20091270144828716,0.6470673307691146
Global Convertible Bonds hedged,0.079,0.0853373941522313,0.1178043053193071,-0.08111283967107634,-0.03633534594622417,-0.12127243871077203,-0.07313134576572218,0.3214396655156369,0.27945716932060405,0.24796394771319577,0.17265952442301713,0.2653498083632277,0.5771491476708963,0.5288437128512795,0.8201377022985062,0.6936133311591028,0.03612476170466523,0.2568908707377367,0.11587702418555641,0.3332160197788526,0.6860820971273042,0.6123835482491115,0.6912720660516467,0.2777742389626069,0.36241033816946144,0.8562701491798148,0.8872925279697195,0.8286872289492068,0.8158380630733122,0.7438550598538248,0.6879260812191352,0.7823091024479322,0.8580489911707394,0.4791675187560334,0.8088457097101888,0.7942931047899516,0.9004178036520021,0.8226579303302741,0.8873655396627752,0.8383792663044969,0.7638299845243238,0.793018104982891,0.9999999999999999,0.2604676175408144,0.260467614393891,0.5318248013771695,0.6265554729257662,0.6453627078802021,0.33794436244956444,0.4533406043771281,-0.18806484156079592,0.4093256534294208,0.44673156803569897,0.1217538806352005,0.816080593845429,0.729502796395412,0.7978342123069794,0.8712424953425234,0.9251081437769227,0.827323046014789,0.2563105232574191,0.6607774759366803
U.S. Core Real Estate,0.075,0.08016393827164524,0.1060014696816212,0.3123104262781705,-0.16798231518238577,-0.25168042769122007,-0.16041408173568042,0.10910116006464483,-0.08415045812952489,-0.022547324318477457,-0.19507440486332658,-0.08744363553172764,0.04966788529795691,0.02476365359575293,0.3751897475087802,0.44871356108008764,-0.15819693464958412,-0.12567092985854944,-0.11907648078653664,-0.09833791625576026,0.14824407053456096,0.14933088786091095,0.24099345142085446,-0.15974879153254057,0.3933859857131317,0.3846658802586795,0.36514435428570113,0.3300884837749196,0.23255223452658944,0.26935872061002747,0.22553832246831693,0.34562462127724286,0.2948333341841968,0.13070060142510478,0.30628933858151247,0.28590950035895657,0.3563960465740688,0.36556000212570106,0.3570950208825435,0.34705408782222064,0.3894930538554519,0.3555649667093459,0.2604676175408144,1.0,0.9999999999999554,0.6995104920424446,0.5904326613291504,0.5179718478654582,0.36040217053991375,0.349526585034772,0.2761870567798294,0.037589518453922076,0.34854553801871563,-0.0547672377125307,0.3597453244481677,0.26371071109951394,0.347088667936662,0.37847660445869535,0.30928150777486396,0.4205405262515084,0.001249555838815418,0.4099066350408602
U.S. Value-Added Real Estate,0.09700000000000002,0.11077493946761476,0.17658007403500245,0.3123104245691058,-0.1679823086655253,-0.25168042858825745,-0.16041407644517214,0.10910115902487758,-0.08415045861866274,-0.02254732840130772,-0.1950744077793332,-0.08744363247069249,0.04966788383150744,0.0247636544073872,0.375189740980842,0.4487135589926655,-0.15819693469865997,-0.12567093765790685,-0.11907648205597411,-0.0983379244195666,0.14824406583452865,0.14933088386965318,0.24099344772747622,-0.15974879565299535,0.3933859895796122,0.3846658758625894,0.36514434842376864,0.3300884765659586,0.23255222813558243,0.2693587174069701,0.22553831467293886,0.3456246166813886,0.29483332824140535,0.13070059656894456,0.3062893327777885,0.28590949689648326,0.3563960407635766,0.3655599975980978,0.3570950156026945,0.3470540843562465,0.38949305073111856,0.35556496213742156,0.260467614393891,0.9999999999999554,1.0,0.6995104868705807,0.5904326509585466,0.517971841355379,0.3604021671168406,0.34952657943557003,0.276187061849602,0.037589509819086694,0.3485455304656915,-0.05476724785613407,0.35974531809420773,0.26371070971001265,0.34708866469959043,0.37847660061478805,0.3092815018207294,0.42054052334369263,0.001249560456134042,0.4099066304333629
European Core Real Estate,0.073,0.08055232776959965,0.1284293281721412,0.3114889019588709,-0.16292832178019614,-0.3497432771595869,-0.31116541775000234,0.1673178798450669,-0.10116977927492099,-0.03563509329411432,-0.14658290179157396,-0.14049994358186563,0.1358787259044234,0.06581996177999183,0.528125037621684,0.5602603999738472,-0.2426693298419066,-0.03222876614525253,-0.1704865176807206,0.037427770155140594,0.2885214590950948,0.30940362435292806,0.3890825799175071,-0.06340631267447659,0.36481412342200603,0.5114657067750351,0.5052339792652196,0.44379290488530654,0.41634872169010406,0.36523579691151214,0.458872954543615,0.527536392119962,0.47987654327802803,0.39874822632737855,0.576613247464224,0.5392279810748627,0.5434313556357778,0.4753765283689172,0.5045566783003019,0.4617979262240762,0.4317600735203176,0.4519286041429868,0.5318248013771695,0.6995104920424446,0.6995104868705807,1.0,0.633241550664835,0.37129515368568283,0.3306612631335559,0.4562272564308776,-0.06300676650056664,0.2323097204953178,0.5346562789636267,0.051079659314185163,0.6325051847272783,0.5188641635587041,0.5625065085910778,0.5636390329565392,0.5639464449357778,0.6192541966612605,0.16580470270027098,0.5818164586912926
Asia Pacific Core Real Estate,0.087,0.09753545967553488,0.15317761751728212,0.2181361172972754,-0.04651944428241823,-0.26998335056627476,-0.2601932080300645,0.2398026649132917,0.03886630645249,0.07281917634838053,-0.0360573135387603,0.007602906590061113,0.3310624007216439,0.2692047795161137,0.6678111260643809,0.6509259902067737,-0.20445371403455606,0.1598953200382,-0.14397754163590143,0.2475733444974702,0.48940000364091,0.5316954689381976,0.5473037688330721,0.14473123781615307,0.4842221901041035,0.6213160872315744,0.6473976013311422,0.5569982773978077,0.649846370100507,0.5615948165430149,0.6499517053555357,0.7204716629681928,0.7047806708277561,0.3617161091670262,0.7133433502206686,0.6888551330117992,0.6973823715989872,0.6246443950867387,0.6168094891003217,0.5980971897373191,0.6156860437679935,0.6473188557857715,0.6265554729257662,0.5904326613291504,0.5904326509585466,0.633241550664835,1.0,0.611186900837831,0.42951059555896337,0.5616343678520066,0.08325881195610431,0.43257292860848445,0.5654939971363164,0.2380678397087048,0.7007498944669348,0.43692214090759046,0.6087713356580261,0.6837443369831958,0.668465444687178,0.7088031655830588,0.1283884566421846,0.6515517325975115
U.S. REITs,0.08200000000000002,0.09358659932580382,0.16046935280713773,-0.0006793832590218439,-0.06252302602777758,0.05400468378638841,0.13480668799613224,0.3565165202553625,0.34673658233813204,0.33851820526486703,0.14987561767121274,0.3626044413126398,0.5053492144129241,0.5078509203894669,0.6653310014277519,0.42809110932215666,0.2055839902924479,0.3389759131742323,0.25934765083030964,0.3786990678466855,0.5848520458224551,0.5710425193699701,0.49991664919986684,0.2871508315029701,0.3290272512321545,0.7660682620179157,0.7837030197425386,0.7443380014934596,0.6773975683724995,0.5564152744970366,0.47072582306843846,0.6331087284049417,0.7015748032558455,0.16835394654238953,0.5844798332161154,0.5652222132451036,0.7456553108854805,0.7757269433305077,0.7376115385790862,0.7742981475222989,0.8226434888792203,0.805320602309381,0.6453627078802021,0.5179718478654582,0.517971841355379,0.37129515368568283,0.611186900837831,1.0,0.38451542042578996,0.3517416861769641,0.1778571310005948,0.32264526067179267,0.31531781271640874,0.0915112473841352,0.5355597766800868,0.35648632220601145,0.4157198893283141,0.572505813128797,0.6011198486170873,0.5133083634871128,0.12160777845363839,0.4375268492019283
Commercial Mortgage Loans,0.063,0.06582570312816927,0.07776537016876006,0.10927713211676894,0.0047055225611536515,0.17897736324874475,0.17052579966453107,0.5261264232139862,0.4319963735880609,0.4666766370972198,0.27032153707053247,0.3243365219534726,0.4691614086699583,0.3999345009208438,0.4901964981106797,0.45766321197848175,0.28132318745949497,0.24156599804117812,0.3050245517462368,0.25864319205925657,0.5593776142120646,0.3962215976536113,0.524132283065598,0.4810678730268089,0.5734011582662875,0.28304610689374776,0.3122013364410556,0.21940463565758136,0.25889361623891144,0.11869846435852173,0.29989252091861085,0.26389561842076675,0.2667629960360713,0.2376532597774537,0.363794292349954,0.34413651980812027,0.30059300309266473,0.2558315647986082,0.3380539647109101,0.3101903800953932,0.36470863242594637,0.3099457942847313,0.33794436244956444,0.36040217053991375,0.3604021671168406,0.3306612631335559,0.42951059555896337,0.38451542042578996,1.0,0.41831256222017377,0.1499371131254065,0.05602084824047823,0.1375602077584634,0.35998514305942375,0.3536850220157611,0.2885908769293942,0.2753517321356148,0.3028942032543543,0.2885452189049884,0.40214417102110117,-0.13664430281810255,0.48154631245619495
Global Core Infrastructure,0.068,0.07383522503770856,0.11240567203239929,0.20210096556580734,0.01427794520510741,-0.25371589734123484,-0.27993093015976983,0.23250846039947112,0.0009737651435998924,0.03165964438457284,-0.010580442405262045,-0.05411905345895683,0.24767411264651315,0.1777958213453269,0.5704976499886435,0.5990634503875314,-0.21372570319268813,0.15878752760236528,-0.15666691762520712,0.256701080451127,0.46850125171755025,0.5094040467883993,0.48091651025700327,0.1051101176175395,0.32602417750461904,0.4605178206755416,0.4646779390160372,0.4022341034987836,0.537739699829309,0.4249318447224394,0.5417540450498745,0.5784841186560813,0.5506990211550375,0.17995949974860095,0.5772889144301023,0.5256212329322543,0.5347829619862898,0.455200481048886,0.462513032510474,0.4526268655267127,0.4407748330811831,0.46067147849601475,0.4533406043771281,0.349526585034772,0.34952657943557003,0.4562272564308776,0.5616343678520066,0.3517416861769641,0.41831256222017377,0.9999999999999999,0.1333448916204735,0.44071745231565285,0.4625436790940062,0.15925335887613967,0.6185509301543244,0.4326210059981025,0.42869047356616524,0.4873423996724345,0.5128305225352164,0.5408718554456454,0.0003148238178302571,0.4895811156016473
Global Core Transport,0.077,0.08598983466262267,0.14060900926834838,0.16440651204951237,0.12554419397384228,0.014847606575269984,0.02948074222136595,-0.02937733851884415,-0.08738773229264267,-0.043521328263360554,-0.11088647776967477,-0.0824228081974238,-0.2531586792866845,-0.20746118591620244,-0.12333334874311057,-0.050936812445189064,-0.012718571023824805,-0.0501379453904485,-0.04478723407218074,-0.06571554828927106,-0.15516575633542026,-0.03640582753141376,-0.1813283807340516,-0.18328025751580515,0.0031870897962743405,0.03359861738523552,-0.020099767941510048,-0.008792332770522054,0.0020004198606627978,-0.1498454733668454,-0.03380943434251865,-0.03991747374944348,-0.0448152137209802,-0.11384388705506698,-0.07013162293648847,-0.06393853503881433,-0.01815711867494344,0.00933596897436847,0.014928933039696753,0.05084237403548965,0.07157068106780055,0.00926077932520255,-0.18806484156079592,0.2761870567798294,0.276187061849602,-0.06300676650056664,0.08325881195610431,0.1778571310005948,0.1499371131254065,0.1333448916204735,1.0000000000000002,0.048808809803750186,-0.0733483977857267,0.05195505165418212,-0.10865255857611746,-0.09459096219555345,-0.13162630989779606,-0.08471162271851765,-0.1046078221021651,-0.1133695653463568,-0.15617962126783586,-0.02428733506490459
Global Timberland,0.062,0.06743554668907148,0.10813617643947593,-0.01811104437098075,0.18391960715680472,-0.12219702713644601,-0.2126525140349335,0.15039096586885328,0.03402226459236409,0.0366396446204348,0.08597925010156293,-0.004496162627032289,0.23118560699368923,0.19026134270021353,0.3655872666885964,0.2992694945726103,-0.11995919213979282,0.21861720304423693,-0.07336773382280154,0.2906945605436126,0.3802695406974088,0.5086925979386512,0.3435578064364758,0.07095423808501726,0.11044185653726184,0.4510811258458158,0.4655347552046488,0.43604216677507385,0.5692243455896022,0.3837284649118249,0.531753734720447,0.5369540558176926,0.5572244575176544,0.36376576091082646,0.5374225993206583,0.5079360721460296,0.5237256127614328,0.45685865449109364,0.44734076188582805,0.4491599932439348,0.4593727917246336,0.4565261663890488,0.4093256534294208,0.037589518453922076,0.037589509819086694,0.2323097204953178,0.43257292860848445,0.32264526067179267,0.05602084824047823,0.44071745231565285,0.048808809803750186,1.0000000000000002,0.4202930474449785,0.2225666424172892,0.5867301274738608,0.4383641022373278,0.46103093387827315,0.4657398770191188,0.4944551834217363,0.4379899734317121,0.34743426248802034,0.28911719247850604
Commodities,0.038,0.05305967043569826,0.1800307016642226,0.26515490072222087,-0.0367769793335062,-0.16687148785211167,-0.23060687903606453,0.27387451251477674,0.002924585921256564,-0.009531301162675468,0.032756933745076405,-0.010135108746268792,0.20642105835035693,0.1731617249764466,0.4583037599230107,0.4158902496540834,-0.21731870380095766,0.2261629919755906,-0.18166042111497388,0.30720380130829567,0.3536429714356684,0.46473123025549495,0.35645926089204977,-0.03816979290450651,0.1977019666094961,0.4547030330715883,0.4770534962302821,0.4012264232329929,0.47798313664226155,0.3884600021442037,0.43835291213022326,0.6023600444928975,0.5365417695402772,0.190418323806808,0.5724457585119255,0.49365655383362894,0.536241910179657,0.44165575679542557,0.4608361599959748,0.4321522562022563,0.4160179426714027,0.47329813543963123,0.44673156803569897,0.34854553801871563,0.3485455304656915,0.5346562789636267,0.5654939971363164,0.31531781271640874,0.1375602077584634,0.4625436790940062,-0.0733483977857267,0.4202930474449785,1.0000000000000002,0.356006537292557,0.5671821411623803,0.31234074297355885,0.5273083132327814,0.5742210528480013,0.5798190613144443,0.5723198412404797,0.42074626244228264,0.5424131406943505
